Timestamp,Campaign ID,Customer ID,Observation,Diagnosis & Reasoning,Decision,Reasoning Behind Action,Action Taken,Outcome
2026-09-02 15:32:30,camp_ord_1011,cust_11,Triggered recovery step. Link needed/regenerated for order ord_1011.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1011_1788343350_1788343350, Amount: ₹8336.70). | reasoning: Observed 'limit' in bank logs. Diagnosed as customer-side liquidity constraint. Chose this category because transaction was blocked due to lack of available funds/credit in their instrument.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hey Deepak Gupta 11! Aapke order 'Order #ord_1011' (₹8336.70) ka payment low balance ki wajah se fail ho gaya. Don't worry, aap instant retry karne ke liye doosra card ya UPI use kar sakte hain yahan se: https://rzp.io/i/mock_ord_1011_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1012,cust_12,Triggered recovery step. Link needed/regenerated for order ord_1012.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1012_1788343350_1788343350, Amount: ₹7119.58). | reasoning: Detected explicit checkout closure keywords. Diagnosed as customer hesitation or friction. Chose this category because checkout flow was actively killed by the customer before authorization occurred.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.",Sent message: 'Hey Amit Sharma 12! Lagta hai aapka 'Order #ord_1012' (₹7119.58) ka checkout process beech me cancel ho gaya tha. Order complete karne ke liye direct link yahan hai: https://rzp.io/i/mock_ord_1012_1788343350_1788343350',"Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1013,cust_13,Triggered recovery step. Link needed/regenerated for order ord_1013.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1013_1788343350_1788343350, Amount: ₹9855.91). | reasoning: No recognizable keywords found in raw message: 'PSP servers are experiencing heavy traffic. Try again later'. Diagnosed as an unclassified payment glitch. Chose unknown to apply a general recovery intervention.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Sneha Reddy 13, aapka ₹9855.91 ka order payment complete nahi ho paya tha. Aap is direct payment link par click karke secure checkout complete kar sakte hain: https://rzp.io/i/mock_ord_1013_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1014,cust_14,Triggered recovery step. Link needed/regenerated for order ord_1014.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1014_1788343350_1788343350, Amount: ₹2960.24). | reasoning: Observed 'balance' in bank logs. Diagnosed as customer-side liquidity constraint. Chose this category because transaction was blocked due to lack of available funds/credit in their instrument.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hey Ananya Iyer 14! Aapke order 'Order #ord_1014' (₹2960.24) ka payment low balance ki wajah se fail ho gaya. Don't worry, aap instant retry karne ke liye doosra card ya UPI use kar sakte hain yahan se: https://rzp.io/i/mock_ord_1014_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1015,cust_15,Triggered recovery step. Link needed/regenerated for order ord_1015.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1015_1788343350_1788343350, Amount: ₹3713.89). | reasoning: No recognizable keywords found in raw message: 'PSP servers are experiencing heavy traffic. Try again later'. Diagnosed as an unclassified payment glitch. Chose unknown to apply a general recovery intervention.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Vikram Singh 15, aapka ₹3713.89 ka order payment complete nahi ho paya tha. Aap is direct payment link par click karke secure checkout complete kar sakte hain: https://rzp.io/i/mock_ord_1015_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1016,cust_16,Triggered recovery step. Link needed/regenerated for order ord_1016.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1016_1788343350_1788343350, Amount: ₹5457.86). | reasoning: Observed 'balance' in bank logs. Diagnosed as customer-side liquidity constraint. Chose this category because transaction was blocked due to lack of available funds/credit in their instrument.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hey Sneha Reddy 16! Aapke order 'Order #ord_1016' (₹5457.86) ka payment low balance ki wajah se fail ho gaya. Don't worry, aap instant retry karne ke liye doosra card ya UPI use kar sakte hain yahan se: https://rzp.io/i/mock_ord_1016_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1017,cust_17,Triggered recovery step. Link needed/regenerated for order ord_1017.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1017_1788343350_1788343350, Amount: ₹3949.69). | reasoning: No recognizable keywords found in raw message: 'Bank authentication service unavailable (503 Service Unavailable)'. Diagnosed as an unclassified payment glitch. Chose unknown to apply a general recovery intervention.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Meera Nair 17, aapka ₹3949.69 ka order payment complete nahi ho paya tha. Aap is direct payment link par click karke secure checkout complete kar sakte hain: https://rzp.io/i/mock_ord_1017_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1018,cust_18,Triggered recovery step. Link needed/regenerated for order ord_1018.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1018_1788343350_1788343350, Amount: ₹8467.81). | reasoning: No recognizable keywords found in raw message: 'PSP servers are experiencing heavy traffic. Try again later'. Diagnosed as an unclassified payment glitch. Chose unknown to apply a general recovery intervention.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Amit Sharma 18, aapka ₹8467.81 ka order payment complete nahi ho paya tha. Aap is direct payment link par click karke secure checkout complete kar sakte hain: https://rzp.io/i/mock_ord_1018_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1019,cust_19,Triggered recovery step. Link needed/regenerated for order ord_1019.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1019_1788343350_1788343350, Amount: ₹8099.20). | reasoning: Observed connection/timing indicator in 'Gateway Timeout: Bank servers failed to respond'. Diagnosed as an infrastructure handshake failure. Chose this category because the bank or PSP was unreachable at the time of transaction, which typically resolves on a retry.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Rohan Das 19, bank servers down hone ki wajah se aapka ₹8099.20 ka payment complete nahi ho paya. Servers ab back online hain. Aap yahan click karke easily order complete kar sakte hain: https://rzp.io/i/mock_ord_1019_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1020,cust_20,Triggered recovery step. Link needed/regenerated for order ord_1020.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1020_1788343350_1788343350, Amount: ₹2307.08). | reasoning: Detected explicit checkout closure keywords. Diagnosed as customer hesitation or friction. Chose this category because checkout flow was actively killed by the customer before authorization occurred.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.",Sent message: 'Hey Deepak Gupta 20! Lagta hai aapka 'Order #ord_1020' (₹2307.08) ka checkout process beech me cancel ho gaya tha. Order complete karne ke liye direct link yahan hai: https://rzp.io/i/mock_ord_1020_1788343350_1788343350',"Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1021,cust_21,Triggered recovery step. Link needed/regenerated for order ord_1021.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1021_1788343350_1788343350, Amount: ₹6640.53). | reasoning: Detected explicit checkout closure keywords. Diagnosed as customer hesitation or friction. Chose this category because checkout flow was actively killed by the customer before authorization occurred.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.",Sent message: 'Hey Rohan Das 21! Lagta hai aapka 'Order #ord_1021' (₹6640.53) ka checkout process beech me cancel ho gaya tha. Order complete karne ke liye direct link yahan hai: https://rzp.io/i/mock_ord_1021_1788343350_1788343350',"Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1022,cust_22,Triggered recovery step. Link needed/regenerated for order ord_1022.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1022_1788343350_1788343350, Amount: ₹2832.58). | reasoning: Found credential/card error patterns. Diagnosed as credential mismatch or security lock. Chose this category because details inputted (PIN/CVV/OTP) failed authorization, or the bank flagged the card as blocked.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Sneha Reddy 22, card details incorrect hone ya bank restrictions ki wajah se payment decline ho gaya tha. Aap UPI ya doosre card se payment retry kar sakte hain yahan se: https://rzp.io/i/mock_ord_1022_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1023,cust_23,Triggered recovery step. Link needed/regenerated for order ord_1023.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1023_1788343350_1788343350, Amount: ₹9003.77). | reasoning: Detected explicit checkout closure keywords. Diagnosed as customer hesitation or friction. Chose this category because checkout flow was actively killed by the customer before authorization occurred.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.",Sent message: 'Hey Rohan Das 23! Lagta hai aapka 'Order #ord_1023' (₹9003.77) ka checkout process beech me cancel ho gaya tha. Order complete karne ke liye direct link yahan hai: https://rzp.io/i/mock_ord_1023_1788343350_1788343350',"Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1024,cust_24,Triggered recovery step. Link needed/regenerated for order ord_1024.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1024_1788343350_1788343350, Amount: ₹9973.93). | reasoning: Detected explicit checkout closure keywords. Diagnosed as customer hesitation or friction. Chose this category because checkout flow was actively killed by the customer before authorization occurred.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.",Sent message: 'Hey Rahul Verma 24! Lagta hai aapka 'Order #ord_1024' (₹9973.93) ka checkout process beech me cancel ho gaya tha. Order complete karne ke liye direct link yahan hai: https://rzp.io/i/mock_ord_1024_1788343350_1788343350',"Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1025,cust_25,Triggered recovery step. Link needed/regenerated for order ord_1025.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1025_1788343350_1788343350, Amount: ₹7618.88). | reasoning: Found credential/card error patterns. Diagnosed as credential mismatch or security lock. Chose this category because details inputted (PIN/CVV/OTP) failed authorization, or the bank flagged the card as blocked.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Priya Patel 25, card details incorrect hone ya bank restrictions ki wajah se payment decline ho gaya tha. Aap UPI ya doosre card se payment retry kar sakte hain yahan se: https://rzp.io/i/mock_ord_1025_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1026,cust_26,Triggered recovery step. Link needed/regenerated for order ord_1026.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1026_1788343350_1788343350, Amount: ₹7972.77). | reasoning: No recognizable keywords found in raw message: 'Technical error at issuing bank: Connection timed out'. Diagnosed as an unclassified payment glitch. Chose unknown to apply a general recovery intervention.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Rohan Das 26, aapka ₹7972.77 ka order payment complete nahi ho paya tha. Aap is direct payment link par click karke secure checkout complete kar sakte hain: https://rzp.io/i/mock_ord_1026_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1027,cust_27,Triggered recovery step. Link needed/regenerated for order ord_1027.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1027_1788343350_1788343350, Amount: ₹3970.79). | reasoning: Observed 'balance' in bank logs. Diagnosed as customer-side liquidity constraint. Chose this category because transaction was blocked due to lack of available funds/credit in their instrument.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hey Kiran Rao 27! Aapke order 'Order #ord_1027' (₹3970.79) ka payment low balance ki wajah se fail ho gaya. Don't worry, aap instant retry karne ke liye doosra card ya UPI use kar sakte hain yahan se: https://rzp.io/i/mock_ord_1027_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1028,cust_28,Triggered recovery step. Link needed/regenerated for order ord_1028.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1028_1788343350_1788343350, Amount: ₹6882.76). | reasoning: Detected explicit checkout closure keywords. Diagnosed as customer hesitation or friction. Chose this category because checkout flow was actively killed by the customer before authorization occurred.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.",Sent message: 'Hey Priya Patel 28! Lagta hai aapka 'Order #ord_1028' (₹6882.76) ka checkout process beech me cancel ho gaya tha. Order complete karne ke liye direct link yahan hai: https://rzp.io/i/mock_ord_1028_1788343350_1788343350',"Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1029,cust_29,Triggered recovery step. Link needed/regenerated for order ord_1029.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1029_1788343350_1788343350, Amount: ₹1337.63). | reasoning: No recognizable keywords found in raw message: 'Checkout page abandoned by user'. Diagnosed as an unclassified payment glitch. Chose unknown to apply a general recovery intervention.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Rohan Das 29, aapka ₹1337.63 ka order payment complete nahi ho paya tha. Aap is direct payment link par click karke secure checkout complete kar sakte hain: https://rzp.io/i/mock_ord_1029_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1030,cust_30,Triggered recovery step. Link needed/regenerated for order ord_1030.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1030_1788343350_1788343350, Amount: ₹281.64). | reasoning: No recognizable keywords found in raw message: 'Bank authentication service unavailable (503 Service Unavailable)'. Diagnosed as an unclassified payment glitch. Chose unknown to apply a general recovery intervention.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Vikram Singh 30, aapka ₹281.64 ka order payment complete nahi ho paya tha. Aap is direct payment link par click karke secure checkout complete kar sakte hain: https://rzp.io/i/mock_ord_1030_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1031,cust_31,Triggered recovery step. Link needed/regenerated for order ord_1031.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1031_1788343350_1788343350, Amount: ₹8737.56). | reasoning: Observed connection/timing indicator in 'Gateway Timeout: Bank servers failed to respond'. Diagnosed as an infrastructure handshake failure. Chose this category because the bank or PSP was unreachable at the time of transaction, which typically resolves on a retry.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Vikram Singh 31, bank servers down hone ki wajah se aapka ₹8737.56 ka payment complete nahi ho paya. Servers ab back online hain. Aap yahan click karke easily order complete kar sakte hain: https://rzp.io/i/mock_ord_1031_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1032,cust_32,Triggered recovery step. Link needed/regenerated for order ord_1032.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1032_1788343350_1788343350, Amount: ₹3895.66). | reasoning: No recognizable keywords found in raw message: 'Technical error at issuing bank: Connection timed out'. Diagnosed as an unclassified payment glitch. Chose unknown to apply a general recovery intervention.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Rahul Verma 32, aapka ₹3895.66 ka order payment complete nahi ho paya tha. Aap is direct payment link par click karke secure checkout complete kar sakte hain: https://rzp.io/i/mock_ord_1032_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1033,cust_33,Triggered recovery step. Link needed/regenerated for order ord_1033.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1033_1788343350_1788343350, Amount: ₹5013.91). | reasoning: Observed 'limit' in bank logs. Diagnosed as customer-side liquidity constraint. Chose this category because transaction was blocked due to lack of available funds/credit in their instrument.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hey Priya Patel 33! Aapke order 'Order #ord_1033' (₹5013.91) ka payment low balance ki wajah se fail ho gaya. Don't worry, aap instant retry karne ke liye doosra card ya UPI use kar sakte hain yahan se: https://rzp.io/i/mock_ord_1033_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1034,cust_34,Triggered recovery step. Link needed/regenerated for order ord_1034.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1034_1788343350_1788343350, Amount: ₹2584.66). | reasoning: No recognizable keywords found in raw message: 'Checkout page abandoned by user'. Diagnosed as an unclassified payment glitch. Chose unknown to apply a general recovery intervention.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Sneha Reddy 34, aapka ₹2584.66 ka order payment complete nahi ho paya tha. Aap is direct payment link par click karke secure checkout complete kar sakte hain: https://rzp.io/i/mock_ord_1034_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1035,cust_35,Triggered recovery step. Link needed/regenerated for order ord_1035.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1035_1788343350_1788343350, Amount: ₹7386.10). | reasoning: Observed 'insufficient' in bank logs. Diagnosed as customer-side liquidity constraint. Chose this category because transaction was blocked due to lack of available funds/credit in their instrument.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hey Priya Patel 35! Aapke order 'Order #ord_1035' (₹7386.10) ka payment low balance ki wajah se fail ho gaya. Don't worry, aap instant retry karne ke liye doosra card ya UPI use kar sakte hain yahan se: https://rzp.io/i/mock_ord_1035_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1036,cust_36,Triggered recovery step. Link needed/regenerated for order ord_1036.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1036_1788343350_1788343350, Amount: ₹6682.57). | reasoning: No recognizable keywords found in raw message: 'Technical error at issuing bank: Connection timed out'. Diagnosed as an unclassified payment glitch. Chose unknown to apply a general recovery intervention.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Meera Nair 36, aapka ₹6682.57 ka order payment complete nahi ho paya tha. Aap is direct payment link par click karke secure checkout complete kar sakte hain: https://rzp.io/i/mock_ord_1036_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
2026-09-02 15:32:30,camp_ord_1037,cust_37,Triggered recovery step. Link needed/regenerated for order ord_1037.,"Successfully generated Razorpay payment link (ID: plink_1788343350_ord_1037_1788343350_1788343350, Amount: ₹5394.82). | reasoning: No recognizable keywords found in raw message: 'PSP servers are experiencing heavy traffic. Try again later'. Diagnosed as an unclassified payment glitch. Chose unknown to apply a general recovery intervention.",Proceed with nudge sequence (Attempt #1).,"Payment link is active with 0% discount, allowing recovery payload delivery.","Sent message: 'Hi Deepak Gupta 37, aapka ₹5394.82 ka order payment complete nahi ho paya tha. Aap is direct payment link par click karke secure checkout complete kar sakte hain: https://rzp.io/i/mock_ord_1037_1788343350_1788343350'","Campaign updated: outbound_count=1, status='active'."
